Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
31547048.pdf,"75 g/L D-glucose  for 24 h before incubation, with or without PG2 and/orcisplatin The retrieved supernatant from culturing the THP-1 cells in PMA  was used asmonocyte-conditioned medium 24 Western BlotAfter lysing the cells in Radio-Immunoprecipitation Assay  lysis buer  supplemented with protease inhibitor cocktail and phenylmethylsulfonyl uoride , 20g protein lysate samples were loaded per laneinto 10% sodium dodecyl sulfate polyacrylamide gel electrophoresis  gels ; afterelectrophoresis, the separated protein blots were transferred onto nitrocellulose membranes , membranes were incubated with 5% skimmed-milk in Tris-bueredsaline with Tween 20  for 1 h to block non-specic binding, and then incubated overnight at 4Cwith primary antibody against CD80 , CD206/MRC1 , or -actin, washed in TBST three times andthen incubated in horseradish peroxidase -conjugated goat anti-rabbit  or anti-mouse secondary antibody ",protein,"goat, rabbit, milk",,inhibit,
31547317.pdf,"Nutrients 2019, 11, 219710 of 12Increasing nutrient rich foods in the diet could increase the cost of diet, which may not beideal for low-income families A national food fortication programme could, therefore, be a morecost-eective and viable solution to address micronutrient inadequacy among poorer or ruralhouseholds A mandatory food fortication law of staple foods such as wheat our, rice, cookingoil and sugar has existed since 2004 in the Philippines However, a number of challenges have beenreported to hinder its success [22] Better access to fortied foods and a more enhanced, a widespreadfortication programme to target staples as well as popular foodstus for children may remove some ofthese challenges",,"wheat, rice, sugar",enhance,,
31557966.pdf," Stage 2 The Development of the Complementary Food Laboratory assessments and experiments, chemical analysis of nutrient composition, meal preparations/cooking practical for formulated food recipes, and data capturing were done at this stage with raw food samples obtained from different grocery stores in Lubbock, TX, USA  Step 3Selection of food items: Substitutes for Malawian indigenous foods were selected for analysis based on findings from the literature and reports from our correspondents These staples Nutrients 2019, 11, 22924 of 16Step 3Selection of food items: Substitutes for Malawian indigenous foods were selected foranalysis based on ndings from the literature and reports from our correspondents These staples werepicked to provide adequate energy and make up for commonly observed micronutrient decienciessuch as vitamin A and D, iron , zinc , and calcium  [15], while considering their aordabilityand accessibility to the low-income population in MalawiStep 4Parboiling and roasting: Food samples such as kidney beans, butternut squash, and sweetpotatoes were parboiled with a small amount of water to reduce nutrient loss and enhance taste andtexture; soybeans and millet were roasted for similar reasons",energy,"millet, beans",enhance,,
31557966.pdf," Butternut squashes/pumpkins, sweet potatoes,and carrots were precooked before drying to avoid a raw taste and enhance the doneness Most of thefood samples  were slowly dried at 65C to retain the quality of yield, while goatC) to prevent microbial activity Food samples weremeat was dried at a higher temperature  in order to gaugethe microbial activity using a water activity meter Carbonyl and thiobarbituric  analyses wereperformed to assess the protein and lipid oxidation , respectively, according to the modiedBuege and Aust method [25], as described by Luque and co-authors [26]Step 7Nutritional experimental analysis: Food sample analyses complied with the standardprotocols of the Association of Ocial Analytical Chemists ",protein,potatoes,enhance,,
31557966.pdf,"A multianalyte method using ame atomic absorption spectrophotometry   andthe USDA wet ashing procedure were used to determine the micronutrients Ca, Fe, and Zn However,the vitamin A and D values were obtained from the USDA database [27] owing to the inability ofcarrying out experiments after an HPLC machine breakdown The resultant data from our lab weresubsequently compared to the data obtained from the USDA, Kenya, and the West African foodcomposition tables to observe possible similarities or dierencesStep 8Formulation and preparation of product: Formulations were based on the results ofthe nutrient composition of the analyzed food samples in accordance with Codex Alimentarius Nutrients 2019, 11, x FOR PEER REVIEW  4 of 19 were picked to provide adequate energy and make up for commonly observed micronutrient deficiencies such as vitamin A and D, iron , zinc , and calcium  [15], while considering their affordability and accessibility to the low-income population in Malawi  Step 4Parboiling and roasting: Food samples such as kidney beans, butternut squash, and sweet potatoes were parboiled with a small amount of water to reduce nutrient loss and enhance taste and texture; soybeans and millet were roasted for similar reasons",energy,"millet, potatoes, beans",enhance,,
31557966.pdf," Step 5Drying: A solar dehydrator, drum, and scientific ovens were used for drying in Malawi [24] However, drying for this study was restricted to an electric/scientific oven Food samples such as uncooked goat meats were treated with 35% salt and 3% vinegar/lemon juice, where appropriate, before being dried in an oven  Butternut squash, plantains, and sweet potatoes were peeled, washed with water, cut open to remove the seeds , and chopped into small pieces to enhance the drying process",,"lemon, goat, plantains, seeds, potatoes, vinegar",enhance,,
31557966.pdf," Butternut squashes/pumpkins, sweet potatoes, and carrots were precooked before drying to avoid a raw taste and enhance the doneness Most of the food samples  were slowly dried at 65 C to retain the quality of yield, while goat meat was dried at a higher temperature  to prevent microbial activity Food samples were typically dried within 24 to 48 h, ground, and temporarily stored in Ziploc bags at ambient temperature before analysis Figure 2 describes the food processing approach adopted  Figure 2",,"meat, goat, potatoes",enhance,,
31585004.pdf," In addition, it has been demonstrated that SAUR36 functions as  a  positive  regulator  of  leaf  senescence  , SAUR76 functions as a cell division regulator   and  an  ethylene  receptor  modulator  , while  SAUR62/75  are  required  for  pollen  tube  growth   Functional studies on the SAURs of other plant species are very limited It has been reported that rice   OsSAUR39    and  OsSAUR45   serve as negative regulators of auxin biosynthesis/transportation,  cassava    MeSAUR1  func-tions  as  a  transcriptional  regulator  of  the  gene  encoding  the small  subunit  of ADP-glucose  pyrophosphorylase  , wheat  TaSAUR75 positively regu-lates  drought  and  salt  stress  ,  and  tomato  SlSAUR69 is involved in the unripe-to-ripe phase transition of tomato fruit The mechanisms by which arabidopsis SAURs mediate cell expansion  are  of  great  interest,  but  remain  largely  unknown It  has  been  suggested  that  arabidopsis  peripheral  membrane SAUR19s inhibit several members of the PP2C",,"wheat, rice, tomato",,inhibit,
31591287.pdf," Polyphenols also seem to possess anti-inammatory and antioxidant properties and havebeen shown to enhance vascular function via nitric oxide mediated mechanisms Consequently, thereis rationale to support fruit-derived polyphenol supplementation to enhance exercise performance,possibly via improved muscle perfusion Fruit-derived polyphenol supplementation in exercisestudies have included a variety of fruits, eg, New Zealand blackcurrant, pomegranate, and cherry, inthe form of extracts , juices and infusions to varying degrees of benet",,"cherry, pomegranate",enhance,,
31632933.pdf,"ConclusionsIn relation to the healthiness aspects ofbuffalo  meat,  many  studies  show  that  thecomposition of the intramuscular fat has norole in the onset of cardiovascular and cere-brovascular diseases In fact, lipids performdifferent  functions  in  addition  to  energysupply  ,  such  as  internal  organprotection,  body  temperature  maintenance,appetite  stimulation  and  hydrophilic  sub-stances  transportation  Diets  rich  in  C18:0  do  not  cause  an  increase  inserum  cholesterol;  long-chain  fatty  acidsC12:0  ,  C14:0  ,C16:0 , as well as short-chainones, are In 2009, Infascelli et al made a publica-tion as a part of a project for the enhance-ment  and  the  promotion  of  local  agri-foodexcellences to transform them into a sourceof  attraction  and  investment  for  new  eco-nomic  opportunities",fat,meat,enhance,,
31634899.pdf,"00k71 10stnuoC65 10time [min]+ 100 nM FSP1060120180+ 100 nM FSP1    & 10 M CoQ10+ 100 nM FSP1,   10 M CoQ10 &   10 -TOH 0071416time [min]18201416time [min]18201416time [min]182014161820time [min]Extended Data Fig 5 | FSP1 protects against lipid peroxidation by reducing radical-trapping antioxidants a, b, Co-autoxidations of STY-BODIPY   and the polyunsaturated lipids of chicken egg phosphatidylcholine liposomes  The increase in fluorescence of oxidized STY-BODIPY is monitored over the course of the autoxidation, which is initiated using C9-HN   c, Representative autoxidations inhibited by 50nM FSP1 , 8M NADH , 16M NADH , 50nM FSP1 and 8M NADH  or 50nM FSP1 and 16M NADH  ",,"egg, chicken",,inhibit,
